t,x_obs,y_obs,x_fit,y_fit,abs_err
6.0,88.364456,57.784378,108.5470720706151,44.66513405546417,33.30186001515092
6.036024016010674,74.283936,54.40678,108.51479696221314,44.6811355274958,43.95650543471734
6.072048032021348,60.256474,46.311462,108.48252185380822,44.69713699952146,49.84037285428676
6.108072048032021,82.13437,57.717567,108.45024674540072,44.7131384715419,39.320305273858814
6.144096064042695,101.03639,67.84934,108.41797163699094,44.72913994355776,30.50178169343318
6.180120080053369,69.284134,48.406086,108.38569652857917,44.7451414155696,42.76250711300958
6.216144096064043,77.81013,57.588833,108.35342142016565,44.7611428875779,43.37098153258775
6.252168112074717,91.29688,63.03135,108.32114631175058,44.77714435958309,35.27847195216749
6.28819212808539,107.66841,65.91405,108.28887120333417,44.79314583158557,21.741365371748607
6.324216144096064,76.40689,56.871525,108.25659609491656,44.80914730358565,43.91208379133091
6.360240160106738,72.313515,51.168285,108.22432098649793,44.825148775583635,42.253942210914296
6.396264176117412,100.56871,68.07376,108.19204587807837,44.84115024757979,30.85594563049858
6.432288192128086,85.40742,57.31956,108.15977076965802,44.85715171957433,35.21475905008369
6.468312208138759,65.73637,47.454475,108.12749566123698,44.87315319156746,44.972447469669525
6.504336224149433,78.559,57.776672,108.09522055281532,44.889154663559346,42.423737889255975
6.540360240160107,102.01643,67.376236,108.06294544439311,44.90515613555014,28.51759530884297
6.576384256170781,92.44081,67.234024,108.03067033597044,44.92115760753999,37.90272672843046
6.6124082721814545,102.319664,67.23141,107.99839522754735,44.937159079529,27.97298214801834
6.648432288192128,73.051186,52.32614,107.9661201191239,44.953160551517286,42.287913567606616
6.684456304202802,70.23932,48.974834,107.93384501070013,44.96916202350493,41.70019698719519
6.7204803202134755,88.56056,57.891556,107.90156990227608,44.985163495492,32.24740240678408
6.7565043362241495,91.96877,65.819046,107.8692947938518,45.00116496747859,36.7184058263732
6.792528352234823,86.83264,57.347816,107.83701968542728,45.01716643946473,33.33502924596255
6.8285523682454965,92.62934,67.65634,107.80474457700258,45.03316791145051,37.79857666555207
6.8645763842561704,104.750336,66.19454,107.77246946857773,45.04916938343595,24.167504085141772
6.900600400266844,73.5264,53.136063,107.74019436015273,45.06517085542111,42.284686504731624
6.936624416277518,93.27278,68.66579,107.7079192517276,45.08117232740601,38.0197569243216
6.972648432288192,71.30269,49.905098,107.67564414330236,45.09717379939069,41.18087834391168
7.008672448298865,64.975815,47.35335,107.64336903487703,45.11317527137516,44.907728763501865
7.044696464309539,89.05592,58.24083,107.6110939264516,45.12917674335948,31.666827183092124
7.080720480320213,100.71979,68.00157,107.57881881802612,45.14517821534364,29.715420602682478
7.116744496330887,106.31808,65.80417,107.54654370960056,45.16117968732768,21.87145402227288
7.152768512341561,108.06331,66.10597,107.51426860117495,45.1771811593116,21.47783023951345
7.188792528352234,67.84049,47.865753,107.48199349274928,45.19318263129542,42.314073861453856
7.224816544362908,82.02788,57.731422,107.44971838432357,45.209184103279156,37.944076281044424
7.260840560373582,98.86425,68.84363,107.41744327589782,45.22518557526281,32.17163770063502
7.296864576384256,72.67582,51.715893,107.38516816747206,45.2411870472464,41.18405412022566
7.33288859239493,97.88674,69.218376,107.35289305904625,45.25718851922993,33.42734053981633
7.368912608405603,88.70565,57.981354,107.32061795062042,45.27318999121341,31.323131959407007
7.404936624416278,70.66043,49.300117,107.28834284219457,45.28919146319685,40.63883837899771
7.440960640426951,95.17704,69.66583,107.25606773376869,45.305192935180244,36.43966479858844
7.476984656437625,90.98131,61.803932,107.2237926253428,45.32119440716361,32.725220218179196
7.513008672448299,74.11193,54.128273,107.19151751691689,45.33719587914694,41.87066463776995
7.549032688458972,67.423485,47.758686,107.15924240849098,45.35319735113024,42.14124605736074
7.585056704469647,75.07062,55.54406,107.12696730006505,45.36919882311353,42.231208476951515
7.62108072048032,93.32456,68.72479,107.09469219163911,45.385200295096794,37.10972189654231
7.657104736490994,92.49515,67.36309,107.06241708321316,45.401201767080046,36.52915531613312
7.693128752501668,109.09305,67.57011,107.03014197478721,45.41720323906328,24.215814786149515
7.729152768512341,74.6767,55.005707,106.99786686636125,45.4332047110465,41.893669155314754
7.765176784523016,84.74091,57.372154,106.96559175793529,45.44920618302971,34.14762957490558
7.801200800533689,83.09207,57.584,106.93331664950931,45.4652076550129,35.96003899449641
7.837224816544363,78.128586,57.682087,106.90104154108333,45.48120912699609,40.97333341408724
7.873248832555037,65.000305,47.356487,106.86876643265735,45.49721059897927,43.727737833678084
7.909272848565711,92.592575,67.57944,106.83649132423137,45.513212070962446,36.31014425326894
7.945296864576385,94.47159,69.50913,106.80421621580538,45.52921354294562,36.312542672859756
7.981320880587058,84.89339,57.357613,106.7719411073794,45.54521501492878,33.69094909245063
8.01734489659773,92.58727,67.568146,106.73966599895341,45.56121648691194,36.15932551204147
8.053368912608406,89.3978,58.564568,106.70739089052742,45.57721795889509,30.296940931632328
8.089392928619079,85.80336,57.30451,106.67511578210143,45.59321943087824,32.58304635122319
8.125416944629754,109.05394,67.45857,106.64284067367542,45.609220902861395,24.260448423463174
8.161440960640427,72.61481,51.620525,106.61056556524943,45.62522237484454,39.991058190404885
8.197464976651101,84.3335,57.416786,106.57829045682342,45.641223846827685,34.02035260999574
8.233488992661774,91.34593,63.23906,106.54601534839743,45.65722531881083,32.78192002958661
8.269513008672448,91.305405,63.06719,106.51374023997144,45.67322679079397,32.602298449177475
8.305537024683122,62.731583,47.02679,106.48146513154543,45.68922826277711,45.087443868768325
8.341561040693795,84.717255,57.374527,106.44919002311943,45.705229734760245,33.40123228835919
8.377585056704469,108.320114,66.29982,106.41691491469344,45.72123120674338,22.481787878563182
8.413609072715143,93.38754,68.792984,106.38463980626743,45.73723267872652,36.05285112754091
8.449633088725816,87.94448,57.602074,106.35236469784142,45.75323415070966,30.256724547131768
8.485657104736491,74.52983,54.788445,106.32008958941542,45.76923562269279,40.809468966722626
8.521681120747164,98.66312,68.92605,106.28781448098943,45.78523709467592,30.7655073863135
8.55770513675784,73.594505,53.253242,106.25553937256342,45.80123856665906,40.11303780590436
8.593729152768512,84.93126,57.354206,106.22326426413741,45.81724003864219,32.828970225495226
8.629753168779185,67.8154,47.858814,106.1909891557114,45.83324151062533,40.401161645086084
8.66577718478986,73.32133,52.783768,106.1587140472854,45.84924298260846,39.77190906467694
8.701801200800533,70.60834,49.25702,106.1264389388594,45.86524445459159,38.9098744842678
8.737825216811206,84.30343,57.420364,106.0941638304334,45.881245926574714,33.32985190385868
8.773849232821881,89.181885,58.35109,106.0618887220074,45.89724739855785,29.33384632344955
8.809873248832556,71.52109,50.144382,106.02961361358139,45.91324887054098,38.739656743040406
8.845897264843229,102.03093,67.36928,105.99733850515538,45.929250342524114,25.406438162631275
8.881921280853902,92.67618,67.75073,105.96506339672938,45.945251814507245,35.094361582222135
8.917945296864577,96.70082,69.55569,105.93278828830337,45.961253286490376,32.826405001813
8.95396931287525,63.39724,47.13958,105.90051317987736,45.97725475847351,43.665598421403864
8.989993328885923,73.5922,53.24928,105.86823807145136,45.99325623045663,39.53206184099472
9.026017344896598,87.72062,57.527298,105.83596296302537,46.00925770243977,29.633383260585603
9.062041360907271,91.83847,65.328674,105.80368785459936,46.0252591744229,33.26863268017647
9.098065376917944,100.10727,68.291534,105.77141274617335,46.04126064640603,27.914416099767323
9.134089392928619,72.33709,51.20249,105.73913763774735,46.05726211838916,38.54727551935818
9.170113408939294,71.38096,49.98879,105.70686252932134,46.07326359037229,38.24142893894905
9.206137424949967,79.996185,57.89074,105.67458742089534,46.08926506235542,37.479877358539916
9.24216144096064,66.2157,47.525764,105.64231231246933,46.10526653433855,40.847109778130786
9.278185456971315,94.11699,69.35312,105.61003720404332,46.12126800632168,34.72489919772165
9.314209472981988,106.67454,65.77663,105.57776209561732,46.13726947830481,20.736138426077865
9.35023348899266,65.80095,47.463623,105.54548698719131,46.15327095028794,41.05488903690337
9.386257505003336,104.915665,66.138336,105.5132118787653,46.16927242227107,20.566610456494224
9.422281521014009,68.09816,47.941082,105.4809367703393,46.1852738942542,39.138584876085105
9.458305537024682,76.40583,56.87075,105.44866166191329,46.201275366237326,39.71230629567597
9.494329553035357,97.43371,69.365585,105.4163865534873,46.21727683822046,31.130984715266834
9.530353569046031,91.13893,62.39004,105.3841114450613,46.23327831020359,30.401943134857703
9.566377585056705,64.61357,47.307106,105.35183633663529,46.24927978218672,41.79609255444857
9.602401601067378,75.18191,55.68387,105.31956122820928,46.26528125416985,39.55623997403943
9.638425617078052,79.86053,57.89057,105.28728611978327,46.28128272615298,37.036043393630294
9.674449633088726,106.91785,65.777115,105.25501101135727,46.29728419813611,21.142669790506616
9.710473649099399,80.97552,57.84513,105.22273590293126,46.313285670119235,35.77906023281202
9.746497665110073,75.69756,56.260036,105.19046079450526,46.329287142102366,39.423649652402894
9.782521681120746,104.00347,66.47797,105.15818568607925,46.3452886140855,21.28739707199376
9.818545697131421,85.33286,57.3239,105.12591057765324,46.36129008606863,30.75566049158462
9.854569713142094,62.00487,46.874073,105.09363546922724,46.37729155805176,43.585546911175484
9.89059372915277,60.975353,46.582985,105.06136036080123,46.39329303003489,44.275699330766344
9.926617745163442,64.781975,47.3286,105.02908525237524,46.40929450201802,41.16641575035722
9.962641761174115,68.08688,47.937626,104.99681014394923,46.425295974001145,38.422260169948096
9.99866577718479,67.83224,47.863464,104.96453503552323,46.441297445984276,38.55446158953895
10.034689793195463,105.982315,65.85555,104.93225992709722,46.45729891796741,20.448306154935366
10.070713809206136,73.884186,53.748222,104.89998481867121,46.47330038995054,38.290720428720675
10.106737825216811,86.084404,57.303146,104.86770971024521,46.48930186193367,29.59714984831153
10.142761841227486,74.4463,54.66118,104.8354346018192,46.5053033339168,38.54501126790241
10.178785857238157,105.78893,65.89461,104.8031594933932,46.52130480589993,20.359075700706867
10.214809873248832,107.52535,65.8685,104.77088438496719,46.537306277883054,22.085659337149757
10.250833889259507,73.66033,53.366364,104.73860927654118,46.553307749866185,37.89133552667499
10.28685790527018,64.37273,47.276096,104.70633416811518,46.569309221849316,41.04039094626586
10.322881921280853,73.5063,53.101463,104.67405905968917,46.58531069383245,37.68391136585673
10.358905937291528,63.259483,47.117928,104.64178395126316,46.60131216581558,41.89891678544758
10.394929953302201,94.03549,69.30809,104.60950884283716,46.61731363779871,33.26479520503846
10.430953969312874,68.93807,48.247204,104.57723373441115,46.63331510978183,37.253052624629326
10.466977985323549,91.60011,64.34067,104.54495862598516,46.649316581764964,30.636202044220198
10.503002001334224,78.77941,57.81267,104.51268351755915,46.665318053748095,36.88062546381106
10.539026017344895,75.13112,55.620747,104.48040840913315,46.681319525731226,38.28871588340193
10.57505003335557,66.16168,47.517296,104.44813330070714,46.69732099771436,39.10642830299278
10.611074049366245,65.39946,47.408455,104.41585819228114,46.71332246969749,39.71153072258364
10.647098065376918,87.790306,57.549076,104.38358308385513,46.72932394168062,27.41302914217451
10.683122081387591,72.77513,51.87362,104.35130797542912,46.74532541366374,36.70447256176538
10.719146097398266,91.200226,62.633213,104.31903286700312,46.761326885646874,28.99069298135624
10.755170113408939,102.7788,67.01567,104.28675775857711,46.777328357630005,21.746299400947102
10.791194129419612,76.0424,56.58198,104.2544826501511,46.793329829613135,38.00073282053797
10.827218145430287,75.27876,55.80104,104.2222075417251,46.809331301596266,37.935156240128826
10.863242161440962,87.3976,57.442387,104.18993243329909,46.8253327735794,27.409386659719694
10.899266177451633,102.9538,66.93498,104.1576573248731,46.84133424556252,21.297503079310573
10.935290193462308,87.94472,57.60216,104.1253822164471,46.85733571754565,26.925486498901435
10.971314209472983,74.40376,54.595406,104.09310710802109,46.87333718952878,37.411415918492295
11.007338225483656,73.56321,53.199406,104.06083199959508,46.889338661511914,36.80768933808317
11.043362241494329,95.13926,69.66168,104.02855689116907,46.905340133495045,31.64563675767404
11.079386257505003,103.97244,66.49064,103.99628178274307,46.921341605478176,19.593140177264885
11.115410273515677,65.96929,47.48809,103.96400667431706,46.93734307746131,38.545463596855754
11.15143428952635,81.25386,57.820103,103.93173156589106,46.95334454944444,33.54463001644662
11.187458305537024,86.36154,57.31073,103.89945645746505,46.96934602142756,27.879300436037482
11.2234823215477,92.42379,67.19231,103.86718134903904,46.98534749341069,31.65035385562836
11.25950633755837,68.11478,47.946205,103.83490624061304,47.001348965393824,36.66498227521922
11.295530353569045,71.20676,49.8056,103.80263113218703,47.017350437376955,35.38412069481007
11.33155436957972,108.45938,66.43607,103.77035602376102,47.033351909360086,24.091742066878886
11.367578385590393,93.277695,68.67151,103.73808091533502,47.04935338134322,32.082542533991806
11.403602401601066,67.05038,47.676136,103.70580580690901,47.06535485332634,37.26620695358267
11.439626417611741,79.78789,57.88972,103.67353069848302,47.08135632530947,34.69400437317354
11.475650433622414,74.87908,55.29064,103.64125559005701,47.0973577972926,36.95545779276441
11.511674449633087,79.49469,57.880463,103.60898048163101,47.11335926927573,34.88139421235527
11.547698465643762,89.37785,58.54345,103.576705373205,47.129360741258864,25.612944631946142
11.583722481654437,106.95904,65.77898,103.544430264779,47.145362213241995,22.048227521979015
11.61974649766511,80.78044,57.8599,103.51215515635299,47.161363685225126,33.43025147112787
11.655770513675783,98.47919,68.99922,103.47988004792698,47.17736515720826,26.822544890718717
11.691794529686458,84.019806,57.455715,103.44760493950098,47.19336662919138,29.69014731030959
11.727818545697131,73.8353,53.665348,103.41532983107497,47.20936810117451,36.03600972990046
11.763842561707804,80.66119,57.867683,103.38305472264896,47.22536957315764,33.364178149491316
11.799866577718479,76.77666,57.116966,103.35077961422296,47.241371045140774,36.449714569082175
11.835890593729152,74.26545,54.377274,103.31850450579697,47.257372517123905,36.17295598867306
11.871914609739825,69.432274,48.48101,103.28622939737096,47.27337398910703,35.06159140826392
11.9079386257505,63.283775,47.121803,103.25395428894495,47.28937546109016,40.137751750035115
